,,,,,,,,,,,
Loan Id,Quarters,Years,Segment of Loan,Lender Name,Type of Loan,Original Loan size,Outstanding loan amount,Borrower Age,Borrower Income,New to Credit (Y /N),Gender
PVTN87CCL7890,Q2,FY19,Retail,PVT Bank,Credit Card,34870,12181,56,465960,Y,F
PVTN77CCL4100,Q2,FY19,Retail,PVT Bank,Credit Card,96036,60656,31,449016,N,M
PVTN10CCL10955,Q2,FY20,Retail,PVT Bank,Credit Card,19291,5151,43,466956,Y,M
PVTN73CCL3559,Q2,FY21,Retail,PVT Bank,Credit Card,75350,48087,31,465264,N,F
PVTN70CCL5706,Q2,FY20,Retail,PVT Bank,Credit Card,61568,40019,37,435108,N,M
PVTN9CCL3567,Q2,FY20,Retail,PVT Bank,Credit Card,72252,44789,59,469152,N,M
PVTN35CCL3976,Q2,FY19,Retail,PVT Bank,Credit Card,56870,36965,49,464280,N,M
PVTN32CCL10700,Q2,FY21,Retail,PVT Bank,Credit Card,62296,42828,44,447984,N,M
PVTN95CCL5169,Q2,FY19,Retail,PVT Bank,Credit Card,42240,10661,24,456084,N,F
PSUN21CC6376,Q2,FY20,Retail,PSU Bank,Credit Card,37128,10591,33,479232,N,M
PSUN20CC113,Q2,FY21,Retail,PSU Bank,Credit Card,45689,12359,54,522912,N,M
PSUN51CC1076,Q2,FY19,Retail,PSU Bank,Credit Card,25584,10186,34,520200,N,M
PSUN47CC9733,Q2,FY20,Retail,PSU Bank,Credit Card,17888,8069,43,626532,Y,F
PSUN45CC1958,Q2,FY21,Retail,PSU Bank,Credit Card,37286,15131,48,640152,Y,M
PSUN62CC2501,Q2,FY20,Retail,PSU Bank,Credit Card,28141,14083,56,884400,Y,M
PSUN12CC10416,Q2,FY21,Retail,PSU Bank,Credit Card,25896,13983,53,1099104,Y,M
PSUN78CC1785,Q2,FY19,Retail,PSU Bank,Credit Card,39066,16009,39,1248360,Y,M
NBFCIN105TWL10082,Q2,FY21,Retail,NBFC,Two-Wheeler Loan,47700,27810,33,365444,Y,M
NBFCIN110TWL8873,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,23100,13688,48,1182486,N,M
NBFCIN137TWL10942,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,77700,45132,34,759660,N,M
NBFCIN174TWL7462,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,52320,34214,42,634700,N,M
NBFCIN175TWL2511,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,45320,27816,45,577418,N,M
NBFCIN175TWL4974,Q2,FY21,Retail,NBFC,Two-Wheeler Loan,70720,40766,42,730188,Y,F
NBFCIN247TWL900,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,101920,58976,47,1253340,Y,M
NBFCIN283TWL462,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,74520,41344,31,748814,N,M
NBFCIN36TWL2489,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,69760,36556,42,887094,N,F
NBFCIN378TWL7145,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,100880,56017,38,1094169,N,M
NBFCIN404TWL9809,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,66960,42854,38,932562,N,M
NBFCIN434TWL3199,Q2,FY21,Retail,NBFC,Two-Wheeler Loan,71690,42096,48,877251,N,M
NBFCIN477TWL6522,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,79570,47924,37,1129446,N,M
NBFCIN497TWL6194,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,46920,27530,56,527730,N,F
NBFCIN6TWL8215,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,88290,55063,46,898160,Y,F
PVT113TWL10615,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,69010,26290,29,674205,N,F
PVT179TWL8898,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,34980,11543,55,442867,N,M
PVT313TWL4819,Q2,FY21,Retail,PVT Bank,Two-Wheeler Loan,25750,8560,32,833140,N,M
PVT328TWL8854,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,62130,24168,34,379542,Y,M
PVT366TWL1848,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,61200,17574,35,2788610,Y,F
PVT38TWL601,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,95040,32339,32,741615,N,F
PVT427TWL700,Q2,FY20,Retail,PVT Bank,Two-Wheeler Loan,63000,19344,55,830960,N,M
PVT452TWL2891,Q2,FY20,Retail,PVT Bank,Two-Wheeler Loan,65920,21299,38,588821,Y,F
PVT459TWL3077,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,143520,42117,55,1254682,N,M
PVT494TWL8627,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,90200,24796,60,588927,N,M
PVT69TWL7918,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,74120,25228,30,757005,Y,M
PVT7TWL5729,Q2,FY20,Retail,PVT Bank,Two-Wheeler Loan,61610,20496,50,482349,N,M
PVTN450TWL7669,Q2,FY20,Retail,PSU Bank,Two-Wheeler Loan,66150,23152,36,556186,N,M
NBFCIN000COML481,Q3,FY20,Commercial,NBFC,Commercial Loan,4798200,2246430,49,3336930,N,M
NBFCIN000COML679,Q3,FY21,Commercial,NBFC,Commercial Loan,11880210,3738010,48,5829075,Y,M
NBFCIN000COML694,Q3,FY19,Commercial,NBFC,Commercial Loan,12933900,6466950,51,6405360,Y,F
NBFCIN000COML888,Q3,FY19,Commercial,NBFC,Commercial Loan,16234960,4097030,61,8270640,N,M
PVT00COM95,Q3,FY19,Commercial,PVT Bank,Commercial Loan,6079840,2952230,46,2981460,N,M
PVT00MICROV1453,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,63220,27213,52,553320,N,M
PVT00MICROV2216,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,73440,25214,66,823680,N,M
PVT00MICROV1725,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,80850,34434,54,889350,Y,F
PVT00MICROV748,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,97010,32395,56,672840,N,M
PVT00MICROV1919,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,103400,43992,43,782080,N,M
PVT00MICROV187,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,105840,46305,54,1234800,N,M
PVT00MICROV2403,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,109140,38199,44,1123500,Y,F
PVT00MICROV293,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,122100,41480,32,1209900,N,M
PSUIN300277MICRO0132251,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,7350,3738,45,89880,N,F
PSUIN30084MICRO0148522,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,13520,5242,52,165360,N,M
PSUIN300470MICRO0117314,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,17340,5929,36,322626,Y,F
PSUIN30077MICRO01477,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,19080,7722,29,464100,N,M
PSUIN300134MICRO011040,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,19950,9028,39,483888,N,M
PSUIN3000MICRO0115589,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,25680,11404,48,122729,Y,M
PSUIN30014MICRO0114499,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,28080,9919,38,370872,N,M
PSUIN30020MICRO0146881,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,27040,11515,52,629802,Y,M
PSUIN30045MICRO0126205,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,29160,10465,45,438574,N,M
PSUIN300452MICRO017356,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,29430,11267,34,779584,N,M
PSUIN300101MICRO0138761,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,28280,10192,58,600372,N,M
PSUIN300487MICRO0127367,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,33990,15536,36,798868,N,M
PSUIN300291MICRO0113454,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,35360,13219,31,300352,N,M
PSUIN300322MICRO0138619,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,36720,12852,40,545376,Y,M
PSUIN300461MICRO0114733,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,37800,13433,29,712108,N,M
PSUIN300129MICRO0128683,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,36400,12740,32,309870,N,M
PSUIN300144MICRO0145950,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,35350,14497,50,643647,N,F
PSUIN300326MICRO0129032,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,38500,15802,28,415211,N,M
PSUIN300170MICRO012332,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,35350,13468,48,421848,N,M
PSUIN300313MICRO0128660,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,38150,15582,56,456144,N,M
PSUIN300188MICRO0142229,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,38160,17334,54,584588,N,M
PSUIN300263MICRO0122706,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,38880,15793,35,672709,N,M
PSUIN300364MICRO0116957,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,40700,13453,49,642773,Y,M
PSUIN300301MICRO0129809,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,42510,14718,52,593130,N,M
PSUIN300246MICRO01594,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,44290,16666,27,392262,N,M
PSUIN300335MICRO013519,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,48760,18768,22,539066,N,M
PSUIN300215MICRO0147558,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,47940,21004,57,513172,N,M
PSUIN300146MICRO0149683,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,49440,21451,29,311300,N,M
PSUIN30053MICRO0123407,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,50400,20270,38,420992,N,M
PSUIN300236MICRO0137365,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,54000,23400,38,655050,N,F
PSUIN300413MICRO0140772,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,57200,20945,42,513450,N,M
PSUIN30084MICRO0116067,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,56160,22308,35,710820,N,M
PSUIN300211MICRO0141546,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,55120,23320,47,626592,N,M
PSUIN300307MICRO0128077,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,54540,23911,28,460224,Y,F
PSUIN300416MICRO0119447,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,59920,25704,27,782028,N,M
PSUIN3000MICRO011067,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,59920,24337,37,509646,N,M
PSUIN30085MICRO0111851,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,59740,22127,39,598842,N,M
PSUIN300275MICRO0129676,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,62540,27612,45,775280,Y,F
PSUIN300355MICRO0130982,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,85600,35424,40,606638,N,F
PSUIN300162MICRO018710,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,84660,38346,54,438486,Y,M
PSUIN300441MICRO0124811,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,92400,34608,53,585544,Y,M
PSUIN300234MICRO0140014,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,91800,29104,36,947164,N,M
PSUIN3002MICRO0129691,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,87550,30047,25,416928,Y,F
PSUIN300101MICRO0121241,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,97370,32168,47,363324,Y,M
PSUIN300262MICRO0133816,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,98440,36597,56,367328,Y,F
PSUIN300150MICRO0139574,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,98880,38188,34,514090,Y,M
PSUIN300259MICRO0127224,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,103680,44995,58,466648,Y,M
PSUIN300243MICRO0142769,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,104760,38062,42,381990,Y,M
PSUIN300362MICRO0139668,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,111300,41769,60,722040,N,M
NBFCIN0002026G,Q3,FY20,Microfinance,NBFC,Microfinance Loan,4120,1497,57,610050,N,M
NBFCIN000700,Q3,FY20,Microfinance,NBFC,Microfinance Loan,4400,1452,55,175644,N,M
NBFCIN0001491,Q3,FY19,Microfinance,NBFC,Microfinance Loan,5350,1905,44,735004,N,M
NBFCIN0001171,Q3,FY20,Microfinance,NBFC,Microfinance Loan,5150,1545,37,523536,Y,M
NBFCIN00095Y,Q3,FY21,Microfinance,NBFC,Microfinance Loan,5350,1595,33,568446,N,F
NBFCIN000888,Q3,FY20,Microfinance,NBFC,Microfinance Loan,6180,2203,48,370764,N,M
NBFCIN000390,Q3,FY21,Microfinance,NBFC,Microfinance Loan,6180,1757,34,605880,N,M
NBFCIN0001859,Q3,FY21,Microfinance,NBFC,Microfinance Loan,6540,2184,43,253976,Y,F
NBFCIN0001213,Q3,FY20,Microfinance,NBFC,Microfinance Loan,6240,1669,32,266004,N,M
NBFCIN000167,Q3,FY21,Microfinance,NBFC,Microfinance Loan,6600,2203,45,239328,N,M
NBFCIN000862X,Q3,FY20,Microfinance,NBFC,Microfinance Loan,7420,1946,34,415414,N,M
NBFCIN000212,Q3,FY20,Microfinance,NBFC,Microfinance Loan,7210,2003,58,423613,N,F
NBFCIN000886,Q3,FY20,Microfinance,NBFC,Microfinance Loan,7140,2570,59,447512,N,M
NBFCIN0001189,Q3,FY20,Microfinance,NBFC,Microfinance Loan,7490,2262,41,549744,Y,M
NBFCIN0001677,Q3,FY19,Microfinance,NBFC,Microfinance Loan,7560,2448,32,449176,Y,M
NBFCIN0002294,Q3,FY19,Microfinance,NBFC,Microfinance Loan,8720,2552,50,561440,Y,F
NBFCIN0009,Q3,FY19,Microfinance,NBFC,Microfinance Loan,8240,2225,47,707303,Y,M
NBFCIN0002345R,Q3,FY20,Microfinance,NBFC,Microfinance Loan,8240,2419,42,586092,Y,M
NBFCIN0002020,Q3,FY20,Microfinance,NBFC,Microfinance Loan,8240,2703,54,531272,N,M
NBFCIN0001443,Q3,FY20,Microfinance,NBFC,Microfinance Loan,9720,2317,27,710494,N,M
NBFCIN000218,Q3,FY20,Microfinance,NBFC,Microfinance Loan,14040,3676,51,614929,Y,M
NBFCIN0001883,Q3,FY21,Microfinance,NBFC,Microfinance Loan,14420,3967,47,691866,Y,F
NBFCIN0002009,Q3,FY19,Microfinance,NBFC,Microfinance Loan,15150,4374,39,673192,N,F
NBFCIN000103,Q3,FY20,Microfinance,NBFC,Microfinance Loan,16480,6220,55,407505,N,M
NBFCIN0001921,Q3,FY21,Microfinance,NBFC,Microfinance Loan,17850,6128,35,706102,N,F
NBFCIN0002278,Q3,FY19,Microfinance,NBFC,Microfinance Loan,44290,14766,53,934003,N,M
NBFCIN000235R,Q3,FY21,Microfinance,NBFC,Microfinance Loan,43430,13592,51,536218,N,M
NBFCIN000862,Q3,FY19,Microfinance,NBFC,Microfinance Loan,51450,15582,33,780767,N,M
NBFCIN0002447,Q3,FY19,Microfinance,NBFC,Microfinance Loan,86110,30983,33,1028144,N,M
NBFCIN000988,Q3,FY20,Microfinance,NBFC,Microfinance Loan,102300,37162,55,662611,N,M
PVT00MICRO22,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,4160,1395,51,402792,N,F
PVT00MICRO74,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,4200,1918,33,936036,N,M
PVT00MICRO35,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,3180,1027,30,609554,N,M
PVT00MICRO41,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,5100,2376,28,776256,N,M
PVT00MICRO48,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,5250,2111,30,760552,N,M
PVT00MICRO11,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,5100,2397,25,659921,N,M
PVT00MICRO90,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,5350,2484,50,814485,N,F
PVT00MICRO30L,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,6240,2375,38,834408,N,M
PVT00MICRO58,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,6240,2112,58,689430,N,M
PVT00MICRO93,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,6060,2503,45,466199,N,M
PVT00MICRO32,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,6060,2035,48,773850,Y,F
PVT00MICRO62,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,7560,2721,41,907681,N,M
PVT00MICRO4,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,7140,3204,36,703768,Y,M
PVT00MICRO17L,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,7420,2352,52,759900,N,M
PVT00MICRO605,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,7700,3040,56,868882,N,M
PVT00MICRO19,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,7700,3494,56,521430,Y,M
PVT00MICRO33M,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,7070,3307,39,695448,Y,M
PVT00MICRO42,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,7140,2517,50,609092,N,M
PVT00MICRO64,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,8640,2937,39,482870,N,M
PVT00MICRO3P,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,8560,3542,28,903870,N,M
PVT00MICROV1249,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,26160,10202,36,821700,N,F
PVT00MICROV2330,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,28280,12642,39,733320,N,M
PVT00MICROV1166,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,37440,12852,56,387768,N,F
PVT00MICROV726,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,69300,24009,52,457808,Y,F
PVT00MICROV242,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,99640,38352,56,534028,N,M
PSUIN300398MICRO011866,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,6180,2162,41,850190,N,F
PSUIN30027MICRO0110891,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,8560,3797,49,517120,N,M
PSUIN300182MICRO0121740,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,2060,844,36,347274,Y,M
PSUIN300272MICRO0141174,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,4120,1540,27,473824,N,F
PSUIN30015MICRO0139326,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,5050,2288,55,776710,N,M
PSUIN300408MICRO019,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,6240,2039,65,845012,N,M
PSUIN300340MICRO0143912,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,6180,2416,53,603751,N,M
PSUIN300374MICRO0121738,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,6360,2932,55,621090,N,F
PSUIN300445MICRO0113974,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,6420,1999,40,771468,N,M
PSUIN300128MICRO0122800,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,6300,2772,27,533119,N,F
PSUIN300182MICRO0130586,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,7700,3213,48,567120,N,M
PSUIN300368MICRO0134972,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,7630,2772,28,644568,Y,F
PSUIN300346MICRO0130701,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,7280,3355,51,1052460,Y,M
PSUIN300109MICRO0144974,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,7560,3357,54,494190,Y,M
PSUIN300341MICRO0128063,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,7350,3160,39,702570,N,M
PSUIN300470MICRO0141923,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,7490,3116,31,618310,Y,M
PSUIN300206MICRO0130661,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,8400,3369,57,549642,N,M
PSUIN300197MICRO0127236,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,8160,4224,32,606638,N,M
PSUIN300108MICRO0135860,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,8560,3974,49,770186,Y,M
PSUIN300446MICRO0131581,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,9720,3213,38,398112,N,M
PSUIN300456MICRO0149052,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,9810,4293,32,966570,Y,M
PSUIN300160MICRO0137095,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,15750,6318,32,707300,N,M
PSUIN300211MICRO0142256,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,35350,16380,32,793152,N,M
PSUIN300368MICRO0117124,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,54000,19800,31,317322,N,M
PSUIN30037MICRO013129,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,68900,27820,48,328250,Y,F
PSUIN300207MICRO0128018,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,94860,42556,28,502200,Y,M
NBFCIN184AUTO46893,Q3,FY21,Retail,NBFC,Auto Loans,81628,88030,35,653028,Y,M
NBFCIN185AUTO40871,Q3,FY19,Retail,NBFC,Auto Loans,283114,283114,43,2001229,Y,M
PSUNAUTO62LOA22301,Q3,FY20,Retail,PSU Bank,Auto Loans,190035,84095,47,380070,N,M
PSUNAUTO477LOA38740,Q3,FY19,Retail,PSU Bank,Auto Loans,431042,173099,38,3448342,N,F
NBFCIN010CCL72,Q3,FY19,Retail,NBFC,Credit Card,25553,8109,45,301968,Y,M
NBFCIN010CCL83,Q3,FY20,Retail,NBFC,Credit Card,27501,12374,39,306072,N,M
NBFCIN010CCL19X,Q3,FY20,Retail,NBFC,Credit Card,34230,16277,49,297024,Y,F
NBFCINCC30ZA0328,Q3,FY19,Retail,NBFC,Credit Card,33330,10197,40,299880,N,M
NBFCINCC30ZA08726,Q3,FY20,Retail,NBFC,Credit Card,37180,16872,46,312612,N,M
NBFCIN010CCL940,Q3,FY21,Retail,NBFC,Credit Card,56160,25903,37,315228,N,M
NBFCIN010CCL19,Q3,FY19,Retail,NBFC,Credit Card,51700,11269,35,305760,N,M
NBFCIN010CCL28,Q3,FY21,Retail,NBFC,Credit Card,14960,5775,53,321768,N,F
NBFCIN010CCL86,Q3,FY19,Retail,NBFC,Credit Card,22969,4829,61,323076,N,M
NBFCINCC30ZA01253,Q3,FY19,Retail,NBFC,Credit Card,34650,15483,60,316260,Y,M
NBFCIN010CCL13,Q3,FY19,Retail,NBFC,Credit Card,19292,5588,30,315744,N,M
NBFCINCC30ZA01016,Q3,FY21,Retail,NBFC,Credit Card,39690,17838,31,333960,N,F
NBFCINCC30ZA05973,Q3,FY20,Retail,NBFC,Credit Card,37630,13291,36,335280,N,M
NBFCIN010CCL20,Q3,FY20,Retail,NBFC,Credit Card,5350,1608,38,333540,Y,M
NBFCIN010CCL79,Q3,FY20,Retail,NBFC,Credit Card,39984,19911,37,309060,Y,F
NBFCINCC30ZA09241,Q3,FY21,Retail,NBFC,Credit Card,42876,19651,30,331776,Y,M
NBFCINCC30ZA03205,Q3,FY19,Retail,NBFC,Credit Card,47630,17462,55,311484,N,F
NBFCINCC30ZA08539,Q3,FY20,Retail,NBFC,Credit Card,22999,9345,38,333072,N,M
NBFCINCC30ZA04534,Q3,FY19,Retail,NBFC,Credit Card,30740,12423,48,311484,Y,M
NBFCIN010CCL56,Q3,FY20,Retail,NBFC,Credit Card,36977,19669,46,340560,Y,M
NBFCIN010CCL12,Q3,FY20,Retail,NBFC,Credit Card,30956,6725,50,325068,N,M
NBFCIN010CCL38,Q3,FY20,Retail,NBFC,Credit Card,12096,5182,56,351120,N,F
NBFCINCC30ZA010632,Q3,FY21,Retail,NBFC,Credit Card,18768,9626,48,328776,N,M
NBFCIN010CCL54,Q3,FY20,Retail,NBFC,Credit Card,32522,12890,47,326808,Y,F
NBFCIN010CCL76,Q3,FY20,Retail,NBFC,Credit Card,30456,10433,37,356400,N,M
NBFCIN010CCL63,Q3,FY19,Retail,NBFC,Credit Card,17340,5584,35,349440,Y,M
PSUN42CC1342,Q3,FY21,Retail,PSU Bank,Credit Card,42074,20046,48,363600,Y,F
PVTN72CCL5207,Q3,FY21,Retail,PVT Bank,Credit Card,40125,13275,49,375720,N,M
PVTN35CCL12219,Q3,FY21,Retail,PVT Bank,Credit Card,35595,18039,54,399408,N,M
PVTN58CCL8913,Q3,FY20,Retail,PVT Bank,Credit Card,43329,18277,35,414732,N,F
PVTN99CCL6369,Q3,FY20,Retail,PVT Bank,Credit Card,30396,20338,42,412824,Y,M
PVTN20CCL5050,Q3,FY19,Retail,PVT Bank,Credit Card,57304,38680,39,427392,Y,M
PVTN0CCL275,Q3,FY19,Retail,PVT Bank,Credit Card,28222,12837,49,425880,N,M
PVTN70CCL11156,Q3,FY21,Retail,PVT Bank,Credit Card,61258,37991,54,438048,N,F
PVTN55CCL7761,Q3,FY20,Retail,PVT Bank,Credit Card,48400,28886,26,447480,N,M
PVTN61CCL6409,Q3,FY19,Retail,PVT Bank,Credit Card,33705,8979,57,441936,N,M
PVTN90CCL4057,Q3,FY20,Retail,PVT Bank,Credit Card,57750,37537,34,430920,Y,M
PVTN84CCL9964,Q3,FY21,Retail,PVT Bank,Credit Card,25228,16707,39,452760,N,M
PVTN12CCL11067,Q3,FY19,Retail,PVT Bank,Credit Card,45156,14793,38,419352,N,M
PVTN30CCL6615,Q3,FY20,Retail,PVT Bank,Credit Card,56710,35470,32,433056,Y,M
PVTN76CCL258,Q3,FY19,Retail,PVT Bank,Credit Card,37336,14537,32,428400,N,M
PVTN79CCL10801,Q3,FY21,Retail,PVT Bank,Credit Card,7800,3507,54,450684,N,F
PVTN99CCL4358,Q3,FY20,Retail,PVT Bank,Credit Card,68580,43751,55,450684,Y,M
PVTN22CCL5039,Q3,FY19,Retail,PVT Bank,Credit Card,43365,29261,47,436308,N,M
PVTN67CCL10101,Q3,FY19,Retail,PVT Bank,Credit Card,58300,36822,26,467280,Y,F
PVTN25CCL10663,Q3,FY19,Retail,PVT Bank,Credit Card,38760,25935,48,452832,Y,M
PVTN78CCL2872,Q3,FY21,Retail,PVT Bank,Credit Card,39585,25240,55,444960,N,M
PVTN22CCL5924,Q3,FY19,Retail,PVT Bank,Credit Card,41360,25417,34,450432,Y,M
PVTN62CCL6362,Q3,FY21,Retail,PVT Bank,Credit Card,62646,38799,52,451656,N,M
PVTN61CCL2154,Q3,FY21,Retail,PVT Bank,Credit Card,37492,24843,30,458556,N,F
PVTN1CCL2661,Q3,FY19,Retail,PVT Bank,Credit Card,53560,20507,26,492360,N,M
PSUN37CC7621,Q3,FY19,Retail,PSU Bank,Credit Card,27927,8435,34,502920,N,F
PVTN50CCL8490,Q3,FY21,Retail,PVT Bank,Credit Card,15810,7204,37,533664,N,M
PVTN42CCL4153,Q3,FY19,Retail,PVT Bank,Credit Card,64152,23593,48,580752,N,F
PVTN83CCL4365,Q3,FY21,Retail,PVT Bank,Credit Card,7597,2523,25,577080,Y,M
PSUN43CC10876,Q3,FY20,Retail,PSU Bank,Credit Card,30906,14541,52,618684,N,M
PVTN25CCL2024,Q3,FY19,Retail,PVT Bank,Credit Card,12733,4453,36,652536,N,M
PVTN66CCL2959,Q3,FY20,Retail,PVT Bank,Credit Card,37067,12590,26,627816,Y,M
